GlyNet	V5.0	V5.1	V5.2	Gene ID	Glycan
417	428	427	426	452 Sp22	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
418	429	428	427	453 Sp19	Gal(β1-3)GlcNAc(β1-6)[Gal(β1-3)GlcNAc(β1-2)]Man(α1-6)[Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
419	430	429	428	454 Sp21	Gal(β1-4)GlcNAc(β1-6)[Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
420	431	430	429	455 Sp21	Fuc(α1-3)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
421	432	431	430	456 Sp21	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
422	433	432	431	457 Sp21	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-4)[GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
423	434	433	432	458 Sp21	GlcNAc(β1-6)[GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
424	435	434	433	459 Sp21	GlcNAc(β1-6)[GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-4)[GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
425	436	435	434	460 Sp21	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
426	437	436	435	461 Sp21	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-4)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
427	438	437	436	462 Sp21	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
428	439	438	437	463 Sp21	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-4)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
429	440	439	438	465 Sp10	Gal(β1-4)Gal(β-Sp10
430	441	440	439	466 Sp10	Gal(β1-6)Gal(β-Sp10
431	442	441	440	467 Sp8	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-3)Gal(β-Sp8
432	443	442	441	468 Sp8	GalNAc(β1-6)GalNAc(β-Sp8
433	444	443	442	469 Sp0	(6S)Gal(β1-3)GlcNAc(β-Sp0
434	445	444	443	470 Sp0	(6S)Gal(β1-3)(6S)GlcNAc(-Sp0
435	446	445	444	471 Sp12	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-4)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
436	447	446	445	472 Sp12	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-4)[Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
437	448	447	446	475 Sp14	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)GalNAc(-Sp14
438	449	448	447	476 Sp0	Gal(β1-4)GlcNAc(β1-2)Man(α-Sp0
439	450	449	448	478 Sp14	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-6)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)]GalNAc(-Sp14
440	451	450	449	479 Sp14	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-6)[Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)]GalNAc(-Sp14
441	452	451	450	480 Sp14	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-6)[GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)]GalNAc(-Sp14
442	453	452	451	481 Sp0	Neu5Ac(α2-8)Neu5Ac(α2-3)Gal(β1-3)GalNAc(β1-4)[Neu5Ac(α2-8)Neu5Ac(α2-3)]Gal(β1-4)Glc(β-Sp0
443	454	453	452	482 Sp0	GalNAc(β1-4)Gal(β1-4)Glc(β-Sp0
444	455	454	453	483 Sp22	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
445	456	455	454	484 Sp22	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
446	457	456	455	485 Sp21	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-6)[Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
447	458	457	456	486 Sp22	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
448	459	458	457	487 Sp19	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
449	460	459	458	489 Sp21	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
450	461	460	459	490 Sp21	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-4)Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-4)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
451	462	461	460	491 Sp21	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
452	463	462	461	492 Sp21	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-4)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
453	464	463	462	493 Sp21	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
454	465	464	463	494 Sp21	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-4)Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-4)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
455	466	465	464	495 Sp21	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
456	467	466	465	496 Sp21	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-4)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
457	468	467	466	499 Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GalNAc(α-Sp8
458	469	468	467	500 Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GalNAc(β-Sp8
459	470	469	468	501 Sp10	Glc(α1-6)Glc(α1-6)Glc(α1-6)Glc(β-Sp10
460	471	470	469	502 Sp10	Glc(α1-4)Glc(α1-4)Glc(α1-4)Glc(β-Sp10
461	472	471	470	503 Sp14	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-3)]GalNAc(α-Sp14
462	473	472	471	504 Sp24	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp24
463	474	473	472	505 Sp19	Fuc(α1-2)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp19
464	475	474	473	506 Sp19	Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-6)[Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-2)]Man(α1-6)[Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
465	476	475	474	507 Sp24	GlcNAc(β1-6)[GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp24
466	477	476	475	508 Sp21	Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
467	478	477	476	509 Sp21	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-6)[Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(β-Sp21
468	479	478	477	510 Sp0	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α-Sp0
469	480	479	478	511 Sp14	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-6)GalNAc(α-Sp14
470	481	480	479	512 Sp14	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-6)GalNAc(α-Sp14
471	482	481	480	513 Sp14	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-3)]GalNAc(α-Sp14
472	483	482	481	514 Sp24	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp24
473	484	483	482	515 Sp24	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp24
474	485	484	483	516 Sp19	Man(α1-6)[Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp19
475	486	485	484	517 Sp24	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp24
476	487	486	485	518 Sp21	Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
477	488	487	486	519 Sp21	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-6)[Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
478	489	488	487	520 Sp14	Gal(β1-3)GlcNAc(β1-6)GalNAc(α-Sp14
479	490	489	488	521 Sp14	Gal(α1-3)Gal(β1-3)GlcNAc(β1-6)GalNAc(α-Sp14
480	491	490	489	522 Sp14	Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-6)GalNAc(α-Sp14
481	492	491	490	523 Sp14	Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-6)GalNAc(α-Sp14
482	493	492	491	524 Sp0	(3S)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β-Sp0
483	494	493	492	525 Sp21	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Neu5Ac(α2-6)[Neu5Ac(α2-3)Gal(β1-3)]GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
484	495	494	493	526 Sp14	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-6)GalNAc(α-Sp14
485	496	495	494	527 Sp14	Gal(α1-3)Gal(β1-4)GlcNAc(β1-6)GalNAc(α-Sp14
486	497	496	495	528 Sp0	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α-Sp0
487	498	497	496	529 Sp0	Fuc(α1-2)(6S)Gal(β1-3)GlcNAc(β-Sp0
488	499	498	497	530 Sp14	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-6)GalNAc(α-Sp14
489	500	499	498	531 Sp0	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)Man(α-Sp0
490	501	500	499	532 Sp0	Fuc(α1-2)Gal(β1-3)(6S)GlcNAc(β-Sp0
491	502	501	500	533 Sp0	Fuc(α1-2)(6S)Gal(β1-3)(6S)GlcNAc(β-Sp0
492	503	502	501	534 Sp8	Neu5Ac(α2-6)GalNAc(β1-4)(6S)GlcNAc(β-Sp8
493	504	503	502	535 Sp8	GalNAc(β1-4)[Fuc(α1-3)](6S)GlcNAc(β-Sp8
494	505	504	503	536 Sp8	(3S)GalNAc(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp8
495	506	505	504	537 Sp14	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-6)[Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)]GalNAc(α-Sp14
496	507	506	505	538 Sp14	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-6)GalNAc(α-Sp14
497	508	507	506	539 Sp21	GlcNAc(β1-6)[GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-4)[GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(-Sp21
	509	508	507	540 Sp21	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)]Gal(β1-4)GlcNAc(β1-4)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(-Sp21
498	510	509	508	541 Sp8	Gal(β1-3)GlcNAc(α1-3)Gal(β1-4)GlcNAc(β-Sp8
499	511	510	509	542 Sp8	Gal(β1-3)(6S)GlcNAc(β-Sp8
500	512	511	510	543 Sp8	(6S)(4S)GalNAc(β1-4)GlcNAc(-Sp8
501	513	512	511	544 Sp8	(6S)GalNAc(β1-4)GlcNAc(-Sp8
502	514	513	512	545 Sp8	(3S)GalNAc(β1-4)(3S)GlcNAc(-Sp8
503	515	514	513	546 Sp8	GalNAc(β1-4)(6S)GlcNAc(-Sp8
504	516	515	514	547 Sp8	(3S)GalNAc(β1-4)GlcNAc(-Sp8
505	517	516	515	548 Sp10	(4S)GalNAc(β-Sp10
506	518	517	516	549 Sp0	Gal(β1-4)(6P)GlcNAc(β-Sp0
507	519	518	517	550 Sp0	(6P)Gal(β1-4)GlcNAc(β-Sp0
508	520	519	518	551 Sp14	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-6)GalNAc(-Sp14
509	521	520	519	552 Sp0	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(-Sp0
510	522	521	520	553 Sp0	Gal(α1-3)Gal(β1-4)GlcNAc(β1-2)Man(α-Sp0
511	523	522	521	554 Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α-Sp0
512	524	523	522	555 Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α-Sp0
513	525	524	523	556 Sp0	Gal(β1-3)GlcNAc(β1-2)Man(α-Sp0
514	526	525	524	557 Sp14	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-6)GalNAc(-Sp14
515	527	526	525	558 Sp0	Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-2)Man(α-Sp0
516	528	527	526	559 Sp0	Gal(α1-3)Gal(β1-3)GlcNAc(β1-2)Man(α-Sp0
517	529	528	527	560 Sp0	GalNAc(β1-4)GlcNAc(β1-2)Man(α-Sp0
518	530	529	528	561 Sp0	Neu5Ac(α2-3)Gal(β1-3)GalNAc(β1-4)Gal(β1-4)Glc(β-Sp0
519	531	530	529	563 Sp21	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(-Sp21
520	532	531	530	564 Sp21	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(-Sp21
521	533	532	531	565 Sp21	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(-Sp21
522	534	533	532	566 Sp0	Fuc(α1-4)[Gal(β1-3)]GlcNAc(β1-2)Man(α-Sp0
523	535	534	533	567 Sp0	Neu5Ac(α2-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α-Sp0
524	536	535	534	568 Sp0	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-6)[GlcNAc(β1-3)]Gal(β1-4)GlcNAc(-Sp0
525	537	536	535	569 Sp21	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GalNAc(β1-3)Gal(α1-4)Gal(β1-4)Glc(-Sp21
526	538	537	536	570 Sp21	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GalNAc(β1-3)Gal(α1-4)Gal(β1-4)Glc(-Sp21
527	539	538	537	571 Sp21	Gal(β1-3)GalNAc(β1-3)Gal(-Sp21
528	540	539	538	572 Sp12	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
529	541	540	539	572 Sp25	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp25
530	542	541	540	573 Sp12	Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
531	543	542	541	573 Sp24	Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp24
532	544	543	542	574 Sp24	Neu5Gc(α2-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Gc(α2-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp24
533	545	544	543	575 Sp24	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp24
534	546	545	544	576 Sp12	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
535	547	546	545	576 Sp25	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp25
536	548	547	546	577 Sp12	Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
537	549	548	547	577 Sp24	Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp24
538	550	549	548	578 Sp25	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp25
539	551	550	549	579 Sp25	Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp25
540	552	551	550	580 Sp25	Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp25
541	553	552	551	581 Sp0	Neu5Gc(α2-8)Neu5Gc(α2-3)Gal(β1-4)GlcNAc(-Sp0
542	554	553	552	582 Sp0	Neu5Ac(α2-8)Neu5Gc(α2-3)Gal(β1-4)GlcNAc(-Sp0
543	555	554	553	583 Sp0	Neu5Gc(α2-8)Neu5Ac(α2-3)Gal(β1-4)GlcNAc(-Sp0
544	556	555	554	584 Sp0	Neu5Gc(α2-8)Neu5Gc(α2-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(-Sp0
545	557	556	555	585 Sp0	Neu5Gc(α2-8)Neu5Gc(α2-6)Gal(β1-4)GlcNAc(-Sp0
546	558	557	556	586 Sp0	Neu5Ac(α2-8)Neu5Ac(α2-3)Gal(β1-4)GlcNAc(-Sp0
547	559	558	557	587 Sp24	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-6)[GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp24
548	560	559	558	588 Sp24	Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(α1-4)GlcNAc(β1-4)GlcNAc(-Sp24
549	561	560	559	589 Sp24	Gal(α1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp24
550	562	561	560	590 Sp14	GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-6)[GlcNAc(β1-3)Gal(β1-3)]GalNAc(α-Sp14
551	563	562	561	591 Sp0	GalNAc(β1-3)GlcNAc(β-Sp0
552	564	563	562	592 Sp0	GalNAc(β1-4)GlcNAc(β1-3)GalNAc(β1-4)GlcNAc(β-Sp0
